Date,CustomerID,InvoiceID,ProductID,ProductName,Category,SubCategory,City,State,Zone,Qty,Rate,Amount,DiscountPct,NetAmount,PaymentMethod,SalesChannel
2025-05-16,CUST0274,INV101472,PROD0020,Product 20,Dairy,Yogurt,Pune,Maharashtra,West,7,175.98,1231.86,0,1231.86,Cash,Distributor
2024-04-11,CUST0332,INV101473,PROD0163,Product 163,Produce,Herbs,Bengaluru,Karnataka,South,1,148.11,148.11,5,140.7,Cash,Wholesale
2024-02-10,CUST0259,INV101474,PROD0134,Product 134,Dairy,Butter,Kolkata,West Bengal,East,1,170.81,170.81,10,153.73,Net Banking,Retail
2025-07-06,CUST0373,INV101475,PROD0097,Product 97,Snacks,Chocolates,Nagpur,Maharashtra,West,22,101.69,2237.18,0,2237.18,Net Banking,Online
2024-01-12,CUST0213,INV101476,PROD0120,Product 120,Personal Care,Lotion,Ahmedabad,Gujarat,West,17,53.13,903.21,12.5,790.31,Net Banking,Retail
2025-08-18,CUST0338,INV101477,PROD0077,Product 77,Snacks,Nuts,Visakhapatnam,Andhra Pradesh,South,16,140.25,2244,0,2244,Wallet,Retail
2023-01-12,CUST0031,INV101478,PROD0039,Product 39,Electronics,Adapter,Chennai,Tamil Nadu,South,11,949.29,10442.19,0,10442.19,Wallet,Retail
2023-01-21,CUST0398,INV101479,PROD0133,Product 133,Dairy,Butter,Pune,Maharashtra,West,22,96.54,2123.88,10,1911.49,Net Banking,Distributor
2025-07-10,CUST0149,INV101480,PROD0061,Product 61,Bakery,Pastry,Bhopal,Madhya Pradesh,Central,24,191.32,4591.68,5,4362.1,UPI,Online
2023-08-05,CUST0019,INV101481,PROD0059,Product 59,Household,Air Freshener,Jaipur,Rajasthan,North,15,67,1005,0,1005,Net Banking,Wholesale
2024-04-27,CUST0014,INV101482,PROD0102,Product 102,Electronics,Adapter,Kolkata,West Bengal,East,14,1224.97,17149.58,0,17149.58,UPI,Distributor
2025-06-28,CUST0359,INV101483,PROD0031,Product 31,Personal Care,Shampoo,Chennai,Tamil Nadu,South,5,72.8,364,0,364,Net Banking,Distributor
2024-06-04,CUST0440,INV101484,PROD0122,Product 122,Dairy,Milk,Thane,Maharashtra,West,7,30.2,211.4,0,211.4,UPI,Distributor
2024-11-23,CUST0332,INV101485,PROD0130,Product 130,Produce,Vegetables,Kolkata,West Bengal,East,18,122.18,2199.24,5,2089.28,Wallet,Online
2023-07-29,CUST0307,INV101486,PROD0012,Product 12,Produce,Vegetables,Kolkata,West Bengal,East,13,138.93,1806.09,12.5,1580.33,Wallet,Distributor
2025-03-28,CUST0156,INV101487,PROD0175,Product 175,Personal Care,Lotion,Indore,Madhya Pradesh,Central,1,188.28,188.28,0,188.28,UPI,Online
2025-04-28,CUST0327,INV101488,PROD0083,Product 83,Beverages,Juice,Nashik,Maharashtra,West,13,51.07,663.91,0,663.91,Card,Wholesale
2025-02-22,CUST0061,INV101489,PROD0178,Product 178,Electronics,Earphones,Jaipur,Rajasthan,North,5,677.99,3389.95,10,3050.96,Wallet,Distributor
2024-02-05,CUST0359,INV101490,PROD0196,Product 196,Snacks,Chocolates,Patna,Bihar,East,17,140.6,2390.2,0,2390.2,UPI,Distributor
2024-04-30,CUST0106,INV101491,PROD0048,Product 48,Beverages,Tea,Indore,Madhya Pradesh,Central,15,113.22,1698.3,0,1698.3,Card,Retail
2024-05-17,CUST0099,INV101492,PROD0149,Product 149,Personal Care,Soap,Nashik,Maharashtra,West,5,290.08,1450.4,10,1305.36,Wallet,Wholesale
2024-04-19,CUST0062,INV101493,PROD0144,Product 144,Personal Care,Lotion,Surat,Gujarat,West,1,168.12,168.12,0,168.12,Card,Wholesale
2023-06-25,CUST0047,INV101494,PROD0118,Product 118,Beverages,Water,Bhopal,Madhya Pradesh,Central,10,164.37,1643.7,0,1643.7,Cash,Online
2025-06-24,CUST0208,INV101495,PROD0151,Product 151,Dairy,Cheese,Mumbai,Maharashtra,West,11,88.72,975.92,0,975.92,Card,Wholesale
2023-04-26,CUST0045,INV101496,PROD0173,Product 173,Household,Tissue,Lucknow,Uttar Pradesh,North,9,95.16,856.44,0,856.44,Wallet,Retail
2023-03-07,CUST0145,INV101497,PROD0092,Product 92,Produce,Vegetables,Mumbai,Maharashtra,West,14,56.7,793.8,0,793.8,Net Banking,Wholesale
2024-09-13,CUST0316,INV101498,PROD0088,Product 88,Electronics,Charger,Mumbai,Maharashtra,West,17,293.35,4986.95,0,4986.95,Cash,Online
2024-11-05,CUST0272,INV101499,PROD0042,Product 42,Dairy,Cheese,Kanpur,Uttar Pradesh,North,18,170.77,3073.86,0,3073.86,Wallet,Online
2024-02-29,CUST0403,INV101500,PROD0063,Product 63,Beverages,Coffee,Delhi,Delhi,North,18,148.39,2671.02,0,2671.02,Net Banking,Retail
2024-11-25,CUST0242,INV101501,PROD0129,Product 129,Beverages,Soda,Indore,Madhya Pradesh,Central,5,175.03,875.15,12.5,765.76,Cash,Wholesale
2025-07-11,CUST0059,INV101502,PROD0088,Product 88,Beverages,Tea,Indore,Madhya Pradesh,Central,1,75.49,75.49,12.5,66.05,Cash,Wholesale
2025-03-04,CUST0436,INV101503,PROD0168,Product 168,Snacks,Nuts,Mumbai,Maharashtra,West,20,28.63,572.6,5,543.97,Card,Distributor
2024-10-07,CUST0024,INV101504,PROD0030,Product 30,Electronics,Earphones,Thane,Maharashtra,West,22,1595.7,35105.4,0,35105.4,Card,Distributor
2024-06-14,CUST0153,INV101505,PROD0011,Product 11,Electronics,Earphones,Kolkata,West Bengal,East,1,937.69,937.69,0,937.69,UPI,Retail
2024-09-07,CUST0328,INV101506,PROD0017,Product 17,Electronics,Charger,Indore,Madhya Pradesh,Central,22,734.91,16168.02,10,14551.22,Card,Wholesale
2025-02-09,CUST0485,INV101507,PROD0107,Product 107,Personal Care,Toothpaste,Lucknow,Uttar Pradesh,North,15,57.68,865.2,0,865.2,Wallet,Online
2024-08-01,CUST0485,INV101508,PROD0008,Product 8,Beverages,Soda,Hyderabad,Telangana,South,22,62.18,1367.96,0,1367.96,Wallet,Online
2024-07-06,CUST0095,INV101509,PROD0165,Product 165,Electronics,Power Bank,Delhi,Delhi,North,12,1519.03,18228.36,0,18228.36,UPI,Distributor
2024-02-20,CUST0002,INV101510,PROD0109,Product 109,Snacks,Chocolates,Bengaluru,Karnataka,South,13,27.31,355.03,5,337.28,Card,Distributor
2025-05-10,CUST0201,INV101511,PROD0034,Product 34,Beverages,Water,Pune,Maharashtra,West,14,178.92,2504.88,12.5,2191.77,Wallet,Wholesale
2023-07-19,CUST0009,INV101512,PROD0062,Product 62,Snacks,Chocolates,Pune,Maharashtra,West,4,54.91,219.64,12.5,192.18,Card,Distributor
2024-10-07,CUST0345,INV101513,PROD0068,Product 68,Dairy,Butter,Kolkata,West Bengal,East,11,190.21,2092.31,0,2092.31,Cash,Distributor
2023-03-25,CUST0334,INV101514,PROD0048,Product 48,Dairy,Butter,Visakhapatnam,Andhra Pradesh,South,22,146.43,3221.46,12.5,2818.78,Net Banking,Retail
2023-08-09,CUST0092,INV101515,PROD0003,Product 3,Dairy,Cheese,Lucknow,Uttar Pradesh,North,17,114.7,1949.9,10,1754.91,Card,Online
2024-04-14,CUST0209,INV101516,PROD0153,Product 153,Beverages,Water,Delhi,Delhi,North,3,98.24,294.72,10,265.25,Card,Wholesale
2024-02-19,CUST0187,INV101517,PROD0064,Product 64,Beverages,Coffee,Kanpur,Uttar Pradesh,North,21,136,2856,0,2856,Cash,Distributor
2023-01-01,CUST0422,INV101518,PROD0181,Product 181,Beverages,Coffee,Thane,Maharashtra,West,5,126.86,634.3,0,634.3,Net Banking,Distributor
2025-05-14,CUST0068,INV101519,PROD0194,Product 194,Dairy,Cheese,Indore,Madhya Pradesh,Central,4,53.38,213.52,5,202.84,Cash,Wholesale
2024-12-16,CUST0392,INV101520,PROD0177,Product 177,Dairy,Milk,Nagpur,Maharashtra,West,4,143.79,575.16,0,575.16,Cash,Wholesale
2025-03-08,CUST0392,INV101521,PROD0109,Product 109,Dairy,Milk,Kanpur,Uttar Pradesh,North,13,150.43,1955.59,12.5,1711.14,Net Banking,Online
2023-05-02,CUST0483,INV101522,PROD0072,Product 72,Beverages,Coffee,Indore,Madhya Pradesh,Central,24,70.45,1690.8,0,1690.8,Cash,Wholesale
2023-10-11,CUST0181,INV101523,PROD0184,Product 184,Electronics,Adapter,Ahmedabad,Gujarat,West,4,1097.2,4388.8,0,4388.8,Wallet,Online
2023-08-25,CUST0481,INV101524,PROD0183,Product 183,Produce,Vegetables,Hyderabad,Telangana,South,17,134.39,2284.63,5,2170.4,Card,Wholesale
2023-10-18,CUST0220,INV101525,PROD0010,Product 10,Produce,Vegetables,Patna,Bihar,East,9,108.45,976.05,5,927.25,Wallet,Distributor
2025-07-22,CUST0300,INV101526,PROD0019,Product 19,Personal Care,Toothpaste,Nashik,Maharashtra,West,16,274.24,4387.84,0,4387.84,Cash,Distributor
2024-09-11,CUST0438,INV101527,PROD0171,Product 171,Personal Care,Shampoo,Pune,Maharashtra,West,10,204.65,2046.5,0,2046.5,Cash,Wholesale
2023-01-12,CUST0269,INV101528,PROD0100,Product 100,Personal Care,Shampoo,Bhopal,Madhya Pradesh,Central,10,117.57,1175.7,0,1175.7,Wallet,Wholesale
2023-07-01,CUST0197,INV101529,PROD0107,Product 107,Produce,Fruits,Patna,Bihar,East,7,37.81,264.67,10,238.2,Wallet,Distributor
2024-08-25,CUST0097,INV101530,PROD0089,Product 89,Produce,Herbs,Nashik,Maharashtra,West,20,52.67,1053.4,12.5,921.73,Wallet,Wholesale
2025-06-04,CUST0469,INV101531,PROD0189,Product 189,Household,Cleaner,Surat,Gujarat,West,9,289.36,2604.24,10,2343.82,Wallet,Distributor
2024-01-17,CUST0498,INV101532,PROD0103,Product 103,Electronics,Adapter,Patna,Bihar,East,8,1989.27,15914.16,5,15118.45,Wallet,Wholesale
2023-09-18,CUST0470,INV101533,PROD0200,Product 200,Produce,Fruits,Lucknow,Uttar Pradesh,North,23,108.56,2496.88,0,2496.88,UPI,Wholesale
2023-04-08,CUST0269,INV101534,PROD0045,Product 45,Beverages,Water,Jaipur,Rajasthan,North,11,72.43,796.73,10,717.06,Wallet,Wholesale
2023-01-11,CUST0168,INV101535,PROD0052,Product 52,Household,Detergent,Hyderabad,Telangana,South,16,58.47,935.52,10,841.97,Card,Distributor
2025-08-10,CUST0016,INV101536,PROD0002,Product 2,Snacks,Nuts,Lucknow,Uttar Pradesh,North,7,104.48,731.36,5,694.79,UPI,Distributor
2025-01-18,CUST0205,INV101537,PROD0038,Product 38,Snacks,Nuts,Ahmedabad,Gujarat,West,16,125.33,2005.28,12.5,1754.62,UPI,Online
2023-07-29,CUST0480,INV101538,PROD0145,Product 145,Snacks,Biscuits,Lucknow,Uttar Pradesh,North,14,56.17,786.38,0,786.38,UPI,Retail
2023-05-16,CUST0265,INV101539,PROD0148,Product 148,Electronics,Power Bank,Hyderabad,Telangana,South,16,573.75,9180,0,9180,Wallet,Distributor
2023-06-13,CUST0017,INV101540,PROD0152,Product 152,Produce,Herbs,Surat,Gujarat,West,6,127.24,763.44,0,763.44,Net Banking,Online
2023-02-26,CUST0381,INV101541,PROD0171,Product 171,Personal Care,Toothpaste,Mumbai,Maharashtra,West,18,202.76,3649.68,0,3649.68,Cash,Wholesale
2024-03-12,CUST0266,INV101542,PROD0047,Product 47,Household,Tissue,Ahmedabad,Gujarat,West,23,214.16,4925.68,10,4433.11,UPI,Distributor
2023-05-09,CUST0220,INV101543,PROD0156,Product 156,Snacks,Nuts,Kanpur,Uttar Pradesh,North,5,96.06,480.3,0,480.3,Wallet,Distributor
2025-06-19,CUST0469,INV101544,PROD0146,Product 146,Beverages,Juice,Indore,Madhya Pradesh,Central,4,104.35,417.4,12.5,365.22,Wallet,Wholesale
2024-09-22,CUST0003,INV101545,PROD0022,Product 22,Electronics,Power Bank,Ahmedabad,Gujarat,West,17,405.9,6900.3,0,6900.3,UPI,Distributor
2023-06-06,CUST0210,INV101546,PROD0105,Product 105,Snacks,Chocolates,Nashik,Maharashtra,West,23,66.25,1523.75,0,1523.75,Cash,Distributor
2024-05-17,CUST0388,INV101547,PROD0196,Product 196,Dairy,Milk,Lucknow,Uttar Pradesh,North,21,78.35,1645.35,0,1645.35,Card,Online
2024-05-08,CUST0132,INV101548,PROD0031,Product 31,Personal Care,Toothpaste,Ahmedabad,Gujarat,West,18,264.63,4763.34,0,4763.34,UPI,Wholesale
2024-05-23,CUST0339,INV101549,PROD0159,Product 159,Bakery,Pastry,Bengaluru,Karnataka,South,17,39.76,675.92,0,675.92,UPI,Retail
2023-03-05,CUST0251,INV101550,PROD0127,Product 127,Household,Cleaner,Delhi,Delhi,North,8,205.35,1642.8,0,1642.8,Net Banking,Online
2025-05-03,CUST0116,INV101551,PROD0108,Product 108,Snacks,Biscuits,Pune,Maharashtra,West,21,39.3,825.3,5,784.04,Card,Online
2023-08-04,CUST0319,INV101552,PROD0191,Product 191,Snacks,Biscuits,Visakhapatnam,Andhra Pradesh,South,4,88.53,354.12,0,354.12,Net Banking,Wholesale
2023-10-09,CUST0236,INV101553,PROD0011,Product 11,Household,Tissue,Chennai,Tamil Nadu,South,3,69.29,207.87,0,207.87,Cash,Online
2023-01-27,CUST0434,INV101554,PROD0115,Product 115,Dairy,Milk,Jaipur,Rajasthan,North,24,148.02,3552.48,0,3552.48,Net Banking,Distributor
2025-08-03,CUST0228,INV101555,PROD0192,Product 192,Produce,Fruits,Ahmedabad,Gujarat,West,3,41.18,123.54,0,123.54,Cash,Retail
2025-03-16,CUST0496,INV101556,PROD0002,Product 2,Electronics,Adapter,Surat,Gujarat,West,12,2138.78,25665.36,0,25665.36,UPI,Retail
2024-12-12,CUST0242,INV101557,PROD0162,Product 162,Beverages,Water,Nagpur,Maharashtra,West,5,159.12,795.6,0,795.6,UPI,Distributor
2024-01-28,CUST0123,INV101558,PROD0169,Product 169,Personal Care,Toothpaste,Delhi,Delhi,North,1,49.15,49.15,5,46.69,Cash,Online
2024-06-05,CUST0099,INV101559,PROD0066,Product 66,Beverages,Water,Delhi,Delhi,North,4,97.61,390.44,0,390.44,Wallet,Online
2023-09-24,CUST0001,INV101560,PROD0089,Product 89,Bakery,Bread,Bengaluru,Karnataka,South,1,98.12,98.12,0,98.12,Cash,Distributor
2025-08-01,CUST0139,INV101561,PROD0184,Product 184,Produce,Herbs,Nagpur,Maharashtra,West,23,104.76,2409.48,12.5,2108.3,Card,Retail
2023-01-12,CUST0204,INV101562,PROD0013,Product 13,Electronics,Adapter,Mumbai,Maharashtra,West,4,1696.9,6787.6,0,6787.6,UPI,Online
2024-07-06,CUST0301,INV101563,PROD0063,Product 63,Beverages,Juice,Surat,Gujarat,West,21,163.89,3441.69,0,3441.69,Cash,Retail
2024-11-28,CUST0142,INV101564,PROD0005,Product 5,Household,Cleaner,Chennai,Tamil Nadu,South,3,286.94,860.82,0,860.82,UPI,Retail
2024-06-10,CUST0108,INV101565,PROD0151,Product 151,Produce,Vegetables,Chennai,Tamil Nadu,South,9,25.98,233.82,12.5,204.59,UPI,Wholesale
2024-06-30,CUST0191,INV101566,PROD0140,Product 140,Produce,Herbs,Jaipur,Rajasthan,North,3,78.8,236.4,5,224.58,UPI,Distributor
2023-04-03,CUST0277,INV101567,PROD0004,Product 4,Personal Care,Lotion,Surat,Gujarat,West,22,106.84,2350.48,0,2350.48,Card,Online
2025-01-09,CUST0498,INV101568,PROD0098,Product 98,Dairy,Yogurt,Thane,Maharashtra,West,22,89.27,1963.94,0,1963.94,Card,Wholesale
2024-09-11,CUST0122,INV101569,PROD0088,Product 88,Produce,Fruits,Kolkata,West Bengal,East,14,163.25,2285.5,0,2285.5,UPI,Wholesale
2025-02-19,CUST0240,INV101570,PROD0077,Product 77,Dairy,Milk,Visakhapatnam,Andhra Pradesh,South,13,176.98,2300.74,0,2300.74,Wallet,Retail
2023-02-13,CUST0394,INV101571,PROD0111,Product 111,Electronics,Earphones,Visakhapatnam,Andhra Pradesh,South,23,2115.91,48665.93,12.5,42582.69,Wallet,Distributor
2024-07-07,CUST0306,INV101572,PROD0044,Product 44,Beverages,Tea,Thane,Maharashtra,West,1,73.71,73.71,5,70.02,Wallet,Retail
2024-11-28,CUST0430,INV101573,PROD0186,Product 186,Dairy,Cheese,Delhi,Delhi,North,6,78.98,473.88,12.5,414.64,UPI,Wholesale
2024-07-04,CUST0439,INV101574,PROD0038,Product 38,Produce,Vegetables,Bengaluru,Karnataka,South,16,77.7,1243.2,5,1181.04,UPI,Online
2023-09-04,CUST0142,INV101575,PROD0142,Product 142,Bakery,Bread,Surat,Gujarat,West,20,173.51,3470.2,0,3470.2,Card,Distributor
2023-10-30,CUST0096,INV101576,PROD0169,Product 169,Snacks,Chips,Thane,Maharashtra,West,9,133.3,1199.7,0,1199.7,Net Banking,Retail
2024-09-07,CUST0233,INV101577,PROD0176,Product 176,Personal Care,Shampoo,Mumbai,Maharashtra,West,18,54.1,973.8,0,973.8,Cash,Wholesale
2024-12-29,CUST0464,INV101578,PROD0121,Product 121,Beverages,Soda,Vadodara,Gujarat,West,19,104.45,1984.55,5,1885.32,Cash,Online
2023-03-23,CUST0143,INV101579,PROD0076,Product 76,Electronics,Earphones,Kanpur,Uttar Pradesh,North,1,2218.74,2218.74,5,2107.8,Card,Wholesale
2025-01-16,CUST0228,INV101580,PROD0193,Product 193,Snacks,Nuts,Indore,Madhya Pradesh,Central,24,97.91,2349.84,0,2349.84,UPI,Online
2023-05-16,CUST0125,INV101581,PROD0148,Product 148,Dairy,Yogurt,Vadodara,Gujarat,West,7,44.14,308.98,10,278.08,Net Banking,Distributor
2025-08-02,CUST0447,INV101582,PROD0105,Product 105,Personal Care,Shampoo,Surat,Gujarat,West,13,127.58,1658.54,10,1492.69,Wallet,Distributor
2025-01-27,CUST0002,INV101583,PROD0094,Product 94,Household,Detergent,Hyderabad,Telangana,South,18,124.45,2240.1,5,2128.09,Net Banking,Retail
2023-01-07,CUST0274,INV101584,PROD0078,Product 78,Beverages,Coffee,Nagpur,Maharashtra,West,7,105.54,738.78,0,738.78,Net Banking,Distributor
2023-08-31,CUST0111,INV101585,PROD0100,Product 100,Produce,Fruits,Surat,Gujarat,West,8,78.83,630.64,0,630.64,UPI,Distributor
2023-02-15,CUST0022,INV101586,PROD0102,Product 102,Produce,Fruits,Bhopal,Madhya Pradesh,Central,2,175.16,350.32,0,350.32,UPI,Online
2023-01-12,CUST0067,INV101587,PROD0188,Product 188,Snacks,Chocolates,Jaipur,Rajasthan,North,5,123.01,615.05,0,615.05,UPI,Retail
2025-04-04,CUST0441,INV101588,PROD0056,Product 56,Beverages,Water,Bengaluru,Karnataka,South,1,92.25,92.25,10,83.02,Card,Retail
2024-09-14,CUST0380,INV101589,PROD0061,Product 61,Beverages,Coffee,Nagpur,Maharashtra,West,1,169.57,169.57,0,169.57,Card,Retail
2024-12-13,CUST0135,INV101590,PROD0087,Product 87,Personal Care,Shampoo,Patna,Bihar,East,16,298.83,4781.28,12.5,4183.62,Cash,Distributor
2023-02-12,CUST0306,INV101591,PROD0094,Product 94,Household,Detergent,Nashik,Maharashtra,West,24,89.5,2148,12.5,1879.5,Card,Distributor
2025-07-28,CUST0026,INV101592,PROD0160,Product 160,Produce,Fruits,Hyderabad,Telangana,South,18,149.5,2691,0,2691,Net Banking,Online
2023-02-14,CUST0418,INV101593,PROD0127,Product 127,Dairy,Butter,Jaipur,Rajasthan,North,10,66.86,668.6,0,668.6,Cash,Wholesale
2023-05-08,CUST0164,INV101594,PROD0074,Product 74,Dairy,Butter,Surat,Gujarat,West,9,34.87,313.83,0,313.83,Card,Retail
2023-10-18,CUST0286,INV101595,PROD0005,Product 5,Snacks,Chocolates,Nagpur,Maharashtra,West,9,105.51,949.59,0,949.59,Cash,Wholesale
2024-09-03,CUST0454,INV101596,PROD0073,Product 73,Bakery,Pastry,Indore,Madhya Pradesh,Central,14,201.56,2821.84,0,2821.84,Card,Wholesale
2023-02-23,CUST0407,INV101597,PROD0176,Product 176,Bakery,Cake,Bengaluru,Karnataka,South,1,83.03,83.03,0,83.03,Net Banking,Distributor
2023-04-16,CUST0162,INV101598,PROD0180,Product 180,Produce,Vegetables,Mumbai,Maharashtra,West,13,82.68,1074.84,12.5,940.48,Card,Distributor
2024-04-03,CUST0416,INV101599,PROD0108,Product 108,Personal Care,Toothpaste,Kanpur,Uttar Pradesh,North,21,71.01,1491.21,12.5,1304.81,Net Banking,Retail
2023-05-15,CUST0006,INV101600,PROD0076,Product 76,Electronics,Charger,Bhopal,Madhya Pradesh,Central,22,1350.46,29710.12,5,28224.61,Net Banking,Retail
2023-03-14,CUST0101,INV101601,PROD0091,Product 91,Snacks,Nuts,Visakhapatnam,Andhra Pradesh,South,7,45.45,318.15,0,318.15,Cash,Retail
2024-03-09,CUST0192,INV101602,PROD0051,Product 51,Beverages,Tea,Patna,Bihar,East,5,89.05,445.25,0,445.25,Card,Retail
2024-08-08,CUST0255,INV101603,PROD0025,Product 25,Bakery,Pastry,Pune,Maharashtra,West,1,34.08,34.08,10,30.67,Cash,Distributor
2023-08-03,CUST0032,INV101604,PROD0096,Product 96,Personal Care,Shampoo,Jaipur,Rajasthan,North,20,297.2,5944,0,5944,Cash,Retail
2023-02-27,CUST0126,INV101605,PROD0152,Product 152,Bakery,Bun,Patna,Bihar,East,6,125.56,753.36,0,753.36,Wallet,Online
2024-12-12,CUST0364,INV101606,PROD0097,Product 97,Dairy,Butter,Kolkata,West Bengal,East,6,189.82,1138.92,0,1138.92,UPI,Online
2025-02-15,CUST0481,INV101607,PROD0120,Product 120,Beverages,Juice,Patna,Bihar,East,3,45.79,137.37,0,137.37,UPI,Retail
2024-03-15,CUST0330,INV101608,PROD0135,Product 135,Produce,Vegetables,Lucknow,Uttar Pradesh,North,24,122.53,2940.72,0,2940.72,Net Banking,Wholesale
2023-09-28,CUST0170,INV101609,PROD0100,Product 100,Snacks,Biscuits,Kolkata,West Bengal,East,5,78.45,392.25,0,392.25,Cash,Distributor
2024-12-04,CUST0322,INV101610,PROD0172,Product 172,Electronics,Adapter,Kanpur,Uttar Pradesh,North,13,736,9568,0,9568,UPI,Online
2024-07-09,CUST0240,INV101611,PROD0013,Product 13,Personal Care,Shampoo,Vadodara,Gujarat,West,24,47.43,1138.32,5,1081.4,Net Banking,Retail
2023-01-27,CUST0136,INV101612,PROD0063,Product 63,Beverages,Tea,Nashik,Maharashtra,West,7,138.09,966.63,12.5,845.8,Card,Wholesale
2025-05-20,CUST0309,INV101613,PROD0093,Product 93,Produce,Vegetables,Ahmedabad,Gujarat,West,12,68.14,817.68,0,817.68,Card,Wholesale
2023-10-24,CUST0419,INV101614,PROD0037,Product 37,Electronics,Charger,Hyderabad,Telangana,South,6,1886.25,11317.5,0,11317.5,Card,Distributor
2025-04-15,CUST0133,INV101615,PROD0011,Product 11,Personal Care,Shampoo,Surat,Gujarat,West,19,287.36,5459.84,10,4913.86,Card,Wholesale
2023-06-19,CUST0203,INV101616,PROD0118,Product 118,Produce,Herbs,Nashik,Maharashtra,West,1,136.87,136.87,10,123.18,Card,Online
2024-10-29,CUST0225,INV101617,PROD0122,Product 122,Household,Cleaner,Ahmedabad,Gujarat,West,4,253.28,1013.12,5,962.46,Wallet,Online
2023-09-15,CUST0073,INV101618,PROD0012,Product 12,Personal Care,Shampoo,Chennai,Tamil Nadu,South,11,278.33,3061.63,0,3061.63,UPI,Retail
2025-02-18,CUST0353,INV101619,PROD0001,Product 1,Snacks,Chocolates,Thane,Maharashtra,West,1,107.33,107.33,5,101.96,Card,Wholesale
2024-05-21,CUST0409,INV101620,PROD0045,Product 45,Dairy,Butter,Hyderabad,Telangana,South,22,25.22,554.84,0,554.84,Card,Online
2025-06-01,CUST0338,INV101621,PROD0019,Product 19,Personal Care,Soap,Vadodara,Gujarat,West,17,167.2,2842.4,5,2700.28,Cash,Online
2025-07-25,CUST0044,INV101622,PROD0085,Product 85,Dairy,Butter,Hyderabad,Telangana,South,8,63.86,510.88,5,485.34,Net Banking,Retail
2023-07-26,CUST0475,INV101623,PROD0114,Product 114,Bakery,Pastry,Nashik,Maharashtra,West,1,37.06,37.06,10,33.35,Wallet,Retail
2023-09-09,CUST0283,INV101624,PROD0057,Product 57,Snacks,Chips,Mumbai,Maharashtra,West,9,129.2,1162.8,0,1162.8,Net Banking,Online
2024-05-19,CUST0110,INV101625,PROD0173,Product 173,Personal Care,Shampoo,Bhopal,Madhya Pradesh,Central,16,272.64,4362.24,0,4362.24,Card,Wholesale
2025-06-26,CUST0231,INV101626,PROD0120,Product 120,Electronics,Charger,Kolkata,West Bengal,East,1,2477.51,2477.51,5,2353.63,UPI,Distributor
2023-01-29,CUST0372,INV101627,PROD0130,Product 130,Beverages,Soda,Indore,Madhya Pradesh,Central,8,31.77,254.16,0,254.16,Cash,Distributor
2023-09-01,CUST0474,INV101628,PROD0114,Product 114,Beverages,Coffee,Kanpur,Uttar Pradesh,North,5,75.69,378.45,0,378.45,Cash,Retail
2023-05-19,CUST0194,INV101629,PROD0009,Product 9,Bakery,Bun,Chennai,Tamil Nadu,South,18,200.9,3616.2,12.5,3164.18,Wallet,Online
2023-05-16,CUST0323,INV101630,PROD0074,Product 74,Snacks,Chips,Vadodara,Gujarat,West,1,138.88,138.88,5,131.94,Cash,Retail
2024-06-02,CUST0460,INV101631,PROD0127,Product 127,Dairy,Milk,Bhopal,Madhya Pradesh,Central,7,57.88,405.16,12.5,354.52,Net Banking,Online
2025-05-12,CUST0086,INV101632,PROD0110,Product 110,Electronics,Adapter,Hyderabad,Telangana,South,6,2053.22,12319.32,10,11087.39,Cash,Retail
2023-07-15,CUST0475,INV101633,PROD0111,Product 111,Personal Care,Soap,Pune,Maharashtra,West,11,116.91,1286.01,0,1286.01,Card,Distributor
2023-10-17,CUST0413,INV101634,PROD0131,Product 131,Bakery,Pastry,Jaipur,Rajasthan,North,6,128.76,772.56,0,772.56,Net Banking,Retail
2023-04-17,CUST0294,INV101635,PROD0115,Product 115,Dairy,Butter,Thane,Maharashtra,West,16,33.85,541.6,5,514.52,Net Banking,Wholesale
2024-09-05,CUST0268,INV101636,PROD0056,Product 56,Electronics,Power Bank,Thane,Maharashtra,West,13,2180.38,28344.94,5,26927.69,UPI,Online
2025-04-13,CUST0468,INV101637,PROD0181,Product 181,Produce,Fruits,Nashik,Maharashtra,West,12,36.73,440.76,0,440.76,Wallet,Online
2023-10-31,CUST0161,INV101638,PROD0004,Product 4,Dairy,Cheese,Hyderabad,Telangana,South,1,114.85,114.85,0,114.85,Net Banking,Distributor
2023-04-14,CUST0111,INV101639,PROD0033,Product 33,Personal Care,Shampoo,Nashik,Maharashtra,West,24,271.32,6511.68,0,6511.68,Cash,Distributor
2024-07-29,CUST0067,INV101640,PROD0026,Product 26,Personal Care,Soap,Bengaluru,Karnataka,South,18,274.31,4937.58,12.5,4320.38,Cash,Online
2023-07-06,CUST0478,INV101641,PROD0087,Product 87,Household,Tissue,Mumbai,Maharashtra,West,4,64.33,257.32,0,257.32,UPI,Retail
2025-04-16,CUST0351,INV101642,PROD0116,Product 116,Produce,Herbs,Chennai,Tamil Nadu,South,14,177.21,2480.94,10,2232.85,Card,Wholesale
2023-12-16,CUST0303,INV101643,PROD0136,Product 136,Dairy,Yogurt,Lucknow,Uttar Pradesh,North,3,32.67,98.01,10,88.21,Card,Wholesale
2025-07-19,CUST0204,INV101644,PROD0184,Product 184,Electronics,Adapter,Delhi,Delhi,North,18,1633.62,29405.16,12.5,25729.52,Wallet,Wholesale
2023-03-01,CUST0495,INV101645,PROD0033,Product 33,Household,Air Freshener,Visakhapatnam,Andhra Pradesh,South,22,362.89,7983.58,5,7584.4,Wallet,Distributor
